,Name,Country,Brand,Categories,Type,Tasting Notes,ABV,IBU,Calories Per Serving (12 OZ/0.35L),Carbs Per Serving (12 OZ/0.35L),Food Pairing,Suggested Serving Temperature,Rating,Rate Count,Price,Volume,Description
211,Evil Twin OFYMD Imperial Stout,United States,Evil Twin,"ALE, Imperial Stout, Stout",Craft Beer,,12.80%,,,,,45-50° F,5,1,$9.49 ,,Pastry meets tiki - A pina colada style stout featuring pineapple and toasted coconut. Collaboration with Evil Twin
73,Pipeworks Barrel Age Jones Dog,United States,Pipeworks Brewing Company,"ALE, Milk Stout, Stout",Craft Beer,,13%,,,,,45-50° F,5,1,$9.00 ,,"Bottle: Dark caramel-brown & mahogany color. Basically opaque, small khaki film on top. Very, very, very boozy & very, very, very sweet on the nose. Lots of bourbon, oak, wood, vanilla, caramel crèmes, anise, brandy, toffee, butterscotch. Just smelling it is giving me a cavity. Translates to the flavor - very hot & very sweet. Borderline cloying with heavy dark fruits covered in caramel, anise, toffee, vanilla, & sticky sweet toasted malt sugars. Brown sugar lathered figs with a heavy bourbon & brandy booze aspect that burns the throat near the finish. Hot. This isn’t bad, but it needs some time to settle down. Too hot & sweet at the moment."
156,Evil Twin Imperial Doughnut Maple Syrup Bourbon Barrel Aged,United States,Evil Twin,"ALE, Imperial Porter, Porter",Craft Beer,,13%,,,,,45-50° F,5,1,$25.74 ,,"Imperial porter aged in Maple Syrup Bourbon Barrels with doughnuts, almonds, coffee, vanilla added."
199,Evil Twin Parlez Vous Francais Stout,United States,Evil Twin,"ALE, Imperial Stout, Stout",,,13%,,,,,45-50° F,5,1,$12.99 ,,"Imperial Stout brewed with maple syrup and cinnamon. Notes of coffee, chocolate, dark fruit, maple syrup and cinnamon. Full bodied. Creamy mouthfeel."
216,Evil Twin Bible Belt Imperial Stout,United States,Evil Twin,"ALE, Imperial Stout, Stout",Craft Beer,,13%,,,,,45-50° F,5,1,$34.99 ,,"The latest edition of Bible Belt is made at Evil Twin. Even More Jesus aged on coffee, vanilla, chilies, and cacao nibs."
223,Evil Twin Molotov Cocktail,United States,Evil Twin,"ALE, IPA",Craft Beer,"Strong, Syrupy, Fruity, Sweet",13%,,,,"Turkey, Dessert - Fruit",45-50° F,5,1,$11.99 ,,"Did you like Before During and after Christmas? Maybe thought it pored brilliantly, the alcohol was admirable well hidden and you loved how the arrogant amount of hops numbed you. This beer will knock your tongue off, essentially due to the obscure amount of hops that went down this explosive fella – it’s a tour de force in hoppyness and by far the craziest beer ever made from Evil Twin – but not the last."
213,Evil Twin Double Barrel Bible Belt,United States,Evil Twin,"ALE, Imperial Stout, Stout",Craft Beer,,14%,,,,,45-50° F,5,1,$25.99 ,,"Collab with Prairie Artisan Ales. Double Barrel Aged Imperial Stout aged on caco nibs, chili peppers, vanilla beans & coffee."
243,Evil Twin Molotov Cocktail Heavy,United States,Evil Twin,"ALE, Imperial  Double IPA, IPA",Craft Beer,,18%,,,,,50-55° F,5,1,$18.99 ,,"Despite the crudeness it is tricky to make an effective Molotov cocktail. Despite the unruly nature of the rebel it is very tricky to resist accepted conventions. Molotov Heavy is a tour de force in rebellious hoppiness, it’s a heavy spark for action and by far one of the most anti-authoritative beers ever made by Evil Twin Brewing."
282,Mikkeller Monk’s Brew Elixer,Denmark,Mikkeller,"ALE, Belgian-Style Ale, Quadrupel",Craft Beer,,8%,,,,,50-55° F,5,1,$12.49 ,,
288,Mikkeller Nelson Sauvin Brut Dry Hopped,Denmark,Mikkeller,"ALE, Belgian Strong Ale, Belgian-Style Ale",Craft Beer,,8%,,,,,50-55° F,5,1,$26.99 ,,
290,"Mikkeller Peter, Pale & Mary",Denmark,Mikkeller,"ALE, American Pale Ale, Pale Ale",Craft Beer,,8%,,,,,45-50° F,5,1,$5.49 ,,
