,Name,Country,Brand,Categories,Tasting Notes,ABV,Base Ingredient,Years Aged,Rating,Rate Count,Price,Volume,Description
181,Jack Daniel’s Old No. 7 Tennessee Whiskey,United States,Jack Daniels,"Bourbon, Whiskey",,40%,,,4.8,991,$24.00 ,750ml,"Jack Daniel's Tennessee Whiskey is the world's best selling whiskey, with every bottle distilled and bottled at the Jack Daniel Distillery in Lynchburg, Tennessee, America's oldest registered distillery, established in 1866. Made from the finest corn, rye, and barley malt these choice grains are mixed with the iron-free water that flows from the Cave Spring found on the distillery grounds. From there Jack Daniel's is charcoal mellowed drop by drop through 10 feet of sugar maple charcoal which imparts our distinct smoothness. Finally, Jack Daniel's is matured in handcrafted white oak barrels of our own making."
231,Jack Daniels Black with Rockets Glasses,United States,Jack Daniels,"Bourbon, Whiskey",,40%,,,5,1,$24.00 ,,"Mellowed drop by drop through 10-feet of sugar maple charcoal, then matured in handcrafted barrels of our own making. And our Tennessee Whiskey doesn’t follow a calendar. It’s only ready when our tasters say it is. We judge it by the way it looks. By its aroma. And of course, by the way it tastes. It’s how Jack Daniel himself did it over a century ago. And how we still do it today."
222,Jack Daniel’s Tennessee Fire Gift Set,United States,Jack Daniels,"Flavored Whiskey, Whiskey",,35%,,,5,1,$24.19 ,,750ml Bottle of Jack Daniel's Tennessee Fire with a shot glass
194,Jack Daniel’s Old No. 7 Gift Set,United States,Jack Daniels,"American Whiskey, Whiskey",,40%,,,5,7,$24.19 ,,"Jack Daniel's Tennessee Whiskey Old No. 7 Black Label is America's best known whiskey. Oak aged and char filtered there are notes of cherry and vanilla with a rich palate and dry finish.

Contents and packaging may vary based on store availability. Please contact Customer Support with any questions."
184,Jack Daniel’s Tennessee Fire Flavored Whiskey,United States,Jack Daniels,"Flavored Whiskey, Whiskey",,35%,,,4.9,68,$24.99 ,,"Jack Daniel’s Tennessee Fire delivers a rich, complex and multi-dimensional tasting experience; Jack Daniel's Tennessee Whiskey, on its own, brings flavors of toasted wood, roasted nuts and vanilla beans. Our proprietary and unique cinnamon liqueur perfectly complements the whiskey flavors by adding warm, indulgent and spicy notes of ground cinnamon, delicate cinnamon bark, and spicy clove. The result: a delicious Jack."
185,Jack Daniel’s Tennessee Apple Flavored Whiskey,United States,Jack Daniels,"Flavored Whiskey, Whiskey",,35%,,,5,44,$24.99 ,,"Highly versatile, deliciously smooth, and refreshing, Jack Apple combines our proprietary crisp, green apple liqueur with the unique and unmistakable character of Jack Daniel’s. It’s an apple-flavored whiskey* that only Jack Daniel’s can deliver."
223,Jack Daniel’s Tennessee Honey Gift Pack,United States,Jack Daniels,"Flavored Whiskey, Whiskey",,35%,,,5,1,$24.99 ,,Jack Daniel's Tennessee Honey Gift Pack
193,Jack Daniel’s Tennessee Whiskey Green Label,United States,Jack Daniels,"American Whiskey, Whiskey",,40%,,,5,9,$24.99 ,,"A less-aged variant JD, difficult-to-find but well worth the effort. Jack Daniel's Green Label is lighter and much less sweet than the No.7 and is brilliant in cocktails."
206,Jack Daniel’s Old No. 7 W/ Shot Glasses,United States,Jack Daniels,"American Whiskey, Whiskey",,40%,,,5,1,$24.99 ,,The perfect gift! Jack Daniel's Old No. 7 with two shot glasses for sipping.
212,Jack Daniel’s Old No. 7 W/ Cubs Glasses,United States,Jack Daniels,"American Whiskey, Whiskey",,40%,,,5,1,$24.99 ,,Jack Daniel's Old No. 7 W/ Cubs Glasses
218,Jack Daniels Black Whiskey W/2 Gls Grill Out,United States,Jack Daniels,"American Whiskey, Whiskey",,40%,,,5,1,$24.99 ,,
188,Jack Daniel’s Rye Tennessee Whiskey,United States,Jack Daniels,"Rye Whiskey, Whiskey",,45%,,,5,23,$25.99 ,,"Jack Daniel's Tennessee Rye brings together two classics - Rye's distinctive flavor, drawn from our unique 70% Rye grain bill, and Jack's time-honored charcoal mellowing method. What emerges is a spicy whiskey that's sipping' smooth."
207,Jack Daniel’s Legacy Edition Series First Edition,United States,Jack Daniels,"American Whiskey, Whiskey",,40%,,,5,1,$27.99 ,,"Some time before 1904 our bottles were a rather unexpected shade of green with an eye-catching gold trim. And as unusual as that may seem, it’s just one of the many labels in Old No. 7’s past. You have to be patient to make whiskey, and it seems that Jack took his time landing on the tried-and-true black label we know today. This is the first in our series of Legacy Edition Bottles. Each label we release will celebrate the unique, slightly mysterious history of Old No. 7."
205,Jack Daniels Legacy Edition Series Second Edition,United States,Jack Daniels,"American Whiskey, Whiskey",,43%,,,5,1,$28.24 ,,"Just like the name ‘Old No. 7,’ the history of our label is a bit of a mystery. Some say we chose the color to mourn Mr. Jack’s death; others don't think we chose it for any reason at all. We may never know for sure, but we are certain this label was one of the very first times it featured a predominantly black color scheme. 

Our second bottling in the Jack Daniel's Legacy Edition Series is a return to one of the first instances of Jack's iconic black label. It's a symbol of our enduring spirit, an ode to Mr. Jack's color of choice and, well, just a good bottle of whiskey. So enjoy a sip or two of Jack Daniel's history."
122,Bacardi 8 Yr Rum W/2 Gls,Puerto Rico,Bacardi Rum,Rum,,40%,,,5,1,$29.49 ,,
82,BACARDÍ Reserva Ocho Rum,Puerto Rico,Bacardi Rum,"Aged Rum, Rum",,40%,,,4.5,11,$29.99 ,,"Created in 1862, BACARDÍ Reserva Ocho rum is one of the oldest private rum blends in the world. For seven generations, the BACARDÍ family enjoyed it as their personal reserve. Happily, today everyone can enjoy this golden sipping rum and create special moments together."
308,Speycast 12 Year,Scotland,Gordon  MacPhail,"Scotch Whisky, Whiskey",,40%,,12,5,1,$29.99 ,,A 12 year old unnamed blended malt from Speyside. This was bottled under Gordon and MacPhail's Speycast range.
198,Jack Daniel’s Red Dog Saloon,United States,Jack Daniels,"American Whiskey, Whiskey",,43%,,,5,3,$29.99 ,,"This special edition marks the 125th anniversary when Mr. Jack Daniel opened the doors of his Red Dog SaloonTM. Formerly situated on the Lynchburg town square, all that remains of the Red Dog SaloonTM are myths and legends - until now.

We are pleased to release the limited edition Red Dog SaloonTM , commemorating the days when you could buy a drink of Jack's smooth sippin' Tennessee Whiskey in the town where it was made. Like every drop of Jack Daniel's Tennessee Whiskey, this limited edition is distilled right here in Lynchburg, just as it was when Mr. Jack opened his saloon back in 1892. And, if the Red Dog Saloon was anything like its sister watering hole, the White Rabbit SaloonTM, the house was packed with music, camaraderie and conversation. We hope you enjoy yours the same way. 

Bottled at 86 proof, Red Dog Saloon is available in select markets across the US and internationally."
175,Smirnoff No. 27 Silver 90 proof Vodka,United States,Smirnoff Vodka,"American Vodka, Vodka",,45%,,,5,1,$29.99 ,,"Whether you sip it on the rocks or mixed with soda and a twist, Smirnoff No. 27 90 Proof Vodka is ready for any cocktail party. Triple distilled and 10 times filtered, this gluten free vodka is Kosher Certified and made from non-GMO corn. Try it in a party punch during your next bash or get-together, or enjoy it straight up in vodka shots. Created to help you craft the perfect martini, this 90 proof vodka is dry, airy and crisp with an exceptionally smooth, dry finish. Serve this vodka mixed with dry vermouth and bitters, and drop in two whole green olives to whip up a classic vodka martini.  Smirnoff prides itself on bringing famous beverages to connoisseurs and newcomers alike, assuring the consistently great taste and quality expected from the makers of the World’s No. 1 vodka. Please enjoy responsibly."
92,BACARDÍ 151,Puerto Rico,Bacardi Rum,"Gold Rum, Rum",,75.50%,,,5,3,$29.99 ,,"Next time you’re pouring rum cocktails for your cohorts, serve up this nugget of rum trivia: Bacardi 151 gets its name for its proof level of 151. At 75.5%
alcohol by volume, that’s nearly double the level of typical rum. Wowza. All that alcohol means it’s highly flammable, so be responsible friends. Balance Bacardi 151’s punch by using it sparingly in sweet, fruity drinks, such as Hurricanes or Rum Punches."
196,Gentleman Jack Gift Set,United States,Jack Daniels,"American Whiskey, Whiskey",,40%,,,4,5,$30.99 ,,
236,Johnnie Walker Black Label Blended Scotch Whisky,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,40%,,,4.8,425,$31.99 ,750ml,"Indulge all of your senses with a smooth glass of Johnnie Walker Black Label Blended Scotch Whisky. Created using only Scotch whiskies aged for a minimum of 12 years from the four corners of Scotland, Johnnie Walker Black Label has an unmistakably smooth, deep, complex character. This spirit is an impressive blended Scotch whisky to share on any occasion. Simply mix with soda water, pour over ice and garnish with a lime wedge for a Highball cocktail. Johnnie Walker was recognized as one of the world's top-trending Scotch whiskies at the 2020 Drinks International awards.  Please drink responsibly."
208,Jack Daniel’s Master Distiller Series,United States,Jack Daniels,"American Whiskey, Whiskey",,43%,,,5,1,$31.99 ,,"We’ve had only seven men oversee the making of our whiskey. This series is dedicated to those men.

Available bottles in this series will vary and image may not reflect current offering, reach out to support@drizly.com if you are looking for a specific bottle of the series."
200,Jack Daniel’s White Rabbit Saloon,United States,Jack Daniels,"American Whiskey, Whiskey",,43%,,,5,2,$32.09 ,,
133,Smirnoff No. 57 100 Proof Vodka,United States,Smirnoff Vodka,"American Vodka, Vodka",,50%,,,4.6,46,$32.56 ,,"Whether you sip it on the rocks or with soda and a twist, Smirnoff No. 57 is the perfect addition to a cocktail party. Our award-winning, 100 proof vodka has robust flavor with a dry finish for ultimate smoothness and clarity. 

Triple distilled and 10 times filtered, our vodka traditionally can be taken alone or added to your favorite mixed drink. Simply mix with ginger beer and lime juice for a classic Moscow Mule. 

Founded in 1864, the Smirnoff brand traveled from Russia to the rest of the world due to our award-winning quality and smooth liquid. We pride ourselves on bringing our famous beverage to connoisseurs and newcomers alike, assuring the consistently great taste and quality expected from our traditionally distilled vodka. Please drink responsibly."
183,Jack Daniel’s Gentleman Jack Tennessee Whiskey,United States,Jack Daniels,"American Whiskey, Whiskey",,40%,,,4.9,131,$32.99 ,,"Jack Daniel's Gentleman Jack  is an exceptionally smooth Tennessee whiskey with a rich, rewarding taste and a gentle farewell. Crafted by combining traditional methods with a unique process that’s all its own, Gentleman Jack undergoes a second charcoal mellowing to achieve exceptional smoothness."
253,Johnnie Walker Blender’s Batch Triple Grain American Oak 10 Year,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,40%,,10,5,2,$32.99 ,,"This blend has been created using an incredibly small number of malt and grain whiskies, exclusively drawn from first fill ex-bourbon casks. Following this, the whisky is finished up to six months in ex-rye casks for a perfect balance of intense, sweetness, layered fresh fruit and spice.  The Johnnie Walker Blenders carried out 50 experiments exploring samples of more than 200 malt and grain Scotch whiskies samples before landing on the unique flavor of Red Rye Finish."
228,Jack Daniel’s Tennessee Tasters’ Selection Hickory Smoked,United States,Jack Daniels,"Tennessee Whiskey, Whiskey",,50%,,,5,1,$32.99 ,,"The Tennessee Tasters’ Selection is a line of limited-release, experimental whiskeys, carefully chosen by Jack Daniel’s Master Tasters to deliver unique and diverse experiences. The first one available is Hickory Smoked, a fully matured whiskey finished with charred hickory staves for a smoky flavor at 100-proof."
219,Jack Daniel’s Gentleman Jack Tennessee Whiskey W/Jigger,United States,Jack Daniels,"American Whiskey, Whiskey",,40%,,,5,1,$33.59 ,,Jack Daniel's Gentleman Jack Tennessee Whiskey W/Jigger
210,Gentleman Jack Double Mellowed,United States,Jack Daniels,"American Whiskey, Whiskey",,40%,,,5,1,$33.99 ,,"Crafted by combining traditional methods with a unique process that’s all its own. Twice mellowed for exceptional smoothness, Gentleman Jack has a crisp, balanced flavor."
217,Jack Daniel’s Old No. 7 Gift Set w/ Flask,United States,Jack Daniels,"American Whiskey, Whiskey",,40%,,,5,1,$35.99 ,,"This gift set includes a barrel-shaped hip flask, two stainless steel barrel shot glasses, and a flask funnel. The flask has a satin finish. The main subject of the flask is the Jack Daniel's Swing logo and Old No. 7 with Cartouche logo appearing in the center. Twist-off stainless steel captive top is permanently attached to the flask for loss prevention. The shot glasses are decorated with the Jack Daniel's Swing logo. The flask funnel is engraved with Jack Daniel's, and a stylish black gift box completes the item. Official Licensed Product."
344,Jose Cuervo Especial Silver Tequila,Mexico,Jose Cuervo,"Silver  Blanco Tequila, Tequila",,40%,,,4.8,374,$36.87 ,,"Made using blue agave from the family estate in Jalisco, Mexico, Jose Cuervo Especial Silver is double-distilled for smooth, crisp, clean tequila. Its aroma is fresh and clean with hints of agave. (40% ABV-80 proof)
• On the palate, Especial® Silver is equally crisp and clean with subtle blue agave notes and finishes warm and smooth. No wonder Especial Silver is one of the fastest growing tequilas in America. Jose Cuervo® is the world’s #1 tequila brand."
247,"Johnnie Walker Black Label Blended Scotch Whisky, 750 mL Bottle with Two Premium Branded Tumbler Glasses",Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,40%,,,4.1,6,$38.26 ,,"Indulge all of your senses with a premium branded tumbler glass of Johnnie Walker Black Label Blended Scotch Whisky. Crafted using an unrivalled selection of 12 year old whiskies from the four corners of Scotland, Johnnie Walker Black Label Blended Scotch Whisky offers the flavors of rich fruits, sweet vanilla and smokiness. Packaged with two premium branded tumbler glasses in our limited edition design pack, our 2020 San Francisco World Spirits Competition Double Gold Medal Winner is the perfect addition to any occasion. For a delicious Penicillin cocktail, combine with ginger liqueur, honey, simple syrup, lemon juice, and aromatic bitters. Includes one 80 proof 750 mL bottle of Black Label Blended Scotch Whisky with Two Premium Branded Tumbler Glasses. Please drink responsibly."
245,Johnnie Walker Black Label The Jane Walker Edition Blended Scotch Whisky,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,40%,,,5,9,$38.73 ,,"Indulge all of your senses with a smooth glass of Johnnie Walker Black Label The Jane Walker Edition Blended Scotch Whisky. Created using only Scotch whiskies aged for a minimum of 12 years from the four corners of Scotland, our Black Label blend has an unmistakably smooth, deep, complex character. For over a century, Johnnie Walker has stood for progress with our message of “Keep Walking” and our iconic Striding Man logo. In recognition of women who lead the way, we proudly introduce Jane Walker in celebration of the many achievements of women. Debuting the Jane Walker logo as a special-edition of our Black Label, for every Jane Walker Edition bottle produced, Johnnie Walker will donate $1 to organizations supporting women’s progress, up to $250,000. Simply mix with grapefruit juice, ginger ale and bitters and garnish with a grapefruit slice for The Jane Walker cocktail. Johnnie Walker was recognized as one of the world's top-trending Scotch whiskies at the 2020 Drinks International awards.  Please drink responsibly."
237,Johnnie Walker Red Label Blended Scotch Whisky,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,40%,,,4.8,177,$39.99 ,,"Indulge all of your senses with a smooth glass of Johnnie Walker Red Label Blended Scotch Whisky. Highly versatile and with universal appeal, it has a bold, distinctive flavor that shines through even when mixed. Johnnie Walker Red Label is now one of the best-selling Scotch whiskies around the globe. Perfect for parties and get-togethers, at home, or going out, we recommend enjoying with friends. Simply mix with squeezed lime and ginger ale and pour over ice for a Johnnie & Ginger. Johnnie Walker was recognized as one of the world's top-trending Scotch whiskies at the 2020 Drinks International awards.  The Johnnie Walker brand's extraordinary knowledge of Scotland’s malts and its deep desire to create well-balanced blends of island malt whiskies led to the whisky brand we have today. Each batch is then carefully matured to perfection in quality oak casks. As one of the biggest whisky brands in the world, Johnnie Walker embraces a rallying cry for optimism through adversity as it challenges the world to keep walking. Please drink responsibly."
246,Johnnie Walker A Song of Ice Blended Scotch Whisky,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,40.20%,,,5,7,$39.99 ,,"In celebration of the final season of Game of Thrones and inspired by the wild dwellers of the icy North, we're proud to release this limited edition Johnnie Walker A Song of Ice Blended Scotch Whisky. Ice is embodied by House Stark and the Direwolves, giving the North strength like no other kingdom. Malt from Clynelish, one of Scotland's most Northern distilleries, gives this blend a crisp, clean taste. The blend's delicate flavor is green and grassy with notes of vanilla and tropical fruit. This blend is best enjoyed over ice for a cold, smooth finish.  The Game of Thrones epic has been a tale of two halves from the very beginning. When all is said and done, the inevitable meeting of two primal elements will simply be known as A Song of Ice and Fire. Join us in celebrating the end of the final season of Game of Thrones with our limited release Johnnie Walker offerings, inspired by ice and fire. Please drink responsibly."
243,Johnnie Walker A Song of Fire Blended Scotch Whisky,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,40.80%,,,5,11,$39.99 ,,"In celebration of the final season of Game of Thrones and inspired by House Targaryen and her fire-breathing dragons, we're proud to release this limited edition Johnnie Walker A Song of Fire Blended Scotch Whisky. Inspired by Daenerys Targaryen's beasts of the sky, this blend features peated malt from Caol Ila for a subtle smoke. Tempered by a rich, round sweetness, the full-bodied flavor delivers subtle red fruit, a hint of spice and sweet smoke. This blend is best enjoyed neat for a warm, smooth finish.  The Game of Thrones epic has been a tale of two halves from the very beginning. When all is said and done, the inevitable meeting of two primal elements will simply be known as A Song of Ice and Fire. Join us in celebrating the end of the final season of Game of Thrones with our limited release Johnnie Walker offerings, inspired by ice and fire. Please drink responsibly."
239,Johnnie Walker White Walker Blended Scotch Whisky,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,41.70%,,,4.8,39,$39.99 ,,"Strongly influenced by the cold white mist that covers the Far North of Westeros, our limited edition Johnnie Walker Blended Scotch Whisky features a frosted bottle sleeve that reveals hidden designs when exposed to the cold (not all bottles come with boxes). Chill-filtered for an extraordinarily smooth and approachable flavor, Johnnie Walker White Walker Blended Scotch Whisky offers incomparably rich seasonal flavors of vanilla, red fruits and orchard fruits that are perfect for sharing at the next premier, finale or any occasion. Simply add with coconut soda, garnish with a lemon wheel and mint sprig and pour into an ice-filled highball glass for a refreshing tasting Army of the Dead cocktail. 

Our 41.7% ABV is a nod to the seven kingdoms and their one true throne and includes one 750 mL bottle of the limited edition White Walker Blended Scotch Whisky.

The Johnnie Walker brand's extraordinary knowledge of Scotland’s malts and its deep desire to create well-balanced blends of malt whiskies led to the whisky brand we have today. Each batch is carefully matured to perfection in quality oak casks. As one of the biggest whisky brands in the world, Johnnie Walker embraces a rallying cry for optimism through adversity as it challenges the world (and Westeros) to keep walking. Please drink responsibly.

•One 750 mL limited edition bottle of Johnnie Walker White Walker Blended Scotch Whisky 

•Rich seasonal flavors of vanilla, red fruits and orchard fruits

•41.7% ABV as a nod to the 7 kingdoms and their 1 true throne

•Chill-filtered for an extraordinary smooth and approachable flavor

•Perfect addition to your Game of Thrones or whisky collection

•Frosted bottle sleeve reveals hidden designs when exposed to the cold

•Simply add with coconut soda, garnish with a lemon wheel and mint sprig and pour into an ice-filled highball glass for a refreshing tasting Army of the Dead cocktail."
248,Jane Walker by Johnnie Walker Blended Malt Scotch Whisky,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,41.90%,,,5,4,$39.99 ,,"Jane Walker by Johnnie Walker is a blended malt that celebrates whiskies inspired by pioneering women and the progress they've achieved. This limited release, original blend crafted by Master Blender Emma Walker honors Elizabeth Cumming, the matriarch of Cardhu Distillery, who owned, operated and brought the distillery to flourishing success. Sold to the Walker family in 1893, single malt from Cardhu is at the heart of Jane Walker by Johnnie Walker. Aged 10 years, this well-rounded and smooth blend features notes of ripe orchard fruit and white peaches which develop into hints of baked apple and sweet cream, then lead to a dark chocolate finish. Best enjoyed in the company of friends, Jane Walker by Johnnie Walker is perfect on the rocks or in a Jane Walker signature cocktail. For a Cool Jane cocktail, combine with vanilla extract, tonic water and the juice of a lemon wedge in an ice-filled highball glass. Throw away the lemon then garnish with a long cucumber slice and enjoy.This Women's History Month, we're raising a glass to Emma Walker and craftswomen everywhere who inspire innovation and resilience. Keep walking. Please drink responsibly."
214,Jack Daniel’s American Forests,United States,Jack Daniels,"American Whiskey, Whiskey",,45%,,,5,1,$39.99 ,,Jack Daniel's American Forests
84,BACARDÍ Gran Reserva Diez Rum,Puerto Rico,Bacardi Rum,"Aged Rum, Rum","Banana, Caramel, Oak, Pear, Stone Fruit, Vanilla",40%,,,5,8,$40.99 ,,"Expertly blended. Barrel-aged for a minimum of ten years under the Caribbean sun. Then filtered through charcoal for a smooth finish. BACARDÍ Gran Reserva Diez dark gold rum is worth the wait. Discover bright notes of stone fruits, banana and pear – balanced with caramelized vanilla and oak."
197,Jack Daniel’s Black With Coke,United States,Jack Daniels,"American Whiskey, Whiskey",,40%,,,5,3,$45.13 ,,
182,Jack Daniel’s Tennessee Honey,United States,Jack Daniels,"Flavored Whiskey, Whiskey",,35%,,,4.8,283,$46.93 ,,"Jack Daniel’s Tennessee Honey is a blend of Jack Daniel’s Tennessee Whiskey and a unique honey liqueur of our own making, for a taste that’s one-of-a-kind and unmistakably Jack. With hints of honey and a finish that’s naturally smooth, Jack Daniel’s Tennessee Honey is something special."
269,Johnnie Walker Select Casks Rye,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,46%,,,5,1,$48.99 ,,A complex new whisky with rich layers of flavor starting with creamy vanilla notes and transitioning to a spicier finish.
312,Atholl Brose Scotch Liq,United Kingdom,Gordon  MacPhail,"Scotch Whisky, Whiskey",,35%,,,5,1,$49.99 ,,
220,Jack Daniel’s Gentleman Jack Tennessee Whiskey W/Money Clip,United States,Jack Daniels,"American Whiskey, Whiskey",,40%,,,5,1,$49.99 ,,Jack Daniel's Gentleman Jack Tennessee Whiskey W/Money Clip
203,Jack Daniel’s Unaged Tennessee Rye Whiskey,United States,Jack Daniels,"Rye Whiskey, Tennessee Whiskey, Whiskey",,40%,,,5,2,$51.99 ,,"Jack Daniel’s Unaged Tennessee Rye  ack Daniel’s Unaged Tennessee Rye is Jeff Arnett’s exploration into the intriguing flavor drawn from premium rye. It's the first time since before Prohibition the Jack Daniel Distillery has used a new grain recipe. Rye has always been part of the Jack Daniel’s Old No. 7 grain bill but it has never been the lead grain until now. When our tasters sampled it after distillation, they said this should not wait to be released. Jack Daniel’s Unaged TN Rye is offered only in a small batch and in limited supply so the majority of the new rye whiskey can mature in Jack Daniel’s barrelhouses for future release.     

Although this unaged rye is not a mature whiskey, it offers a spicy, surprisingly sweet flavor. Whiskey enthusiasts  and those who aspire to be “master tasters” are sure to appreciate its raw nature. It’s a chance to taste the unaged spirit as our master tasters do, appreciating what the grain adds to the whiskey before the spirit draws its flavor from the barrel."
309,Gordon & Macphail Glen Grant 12 Year,Scotland,Gordon  MacPhail,"Scotch Whisky, Whiskey",,40%,,12,5,1,$53.49 ,,An old bottling of Glen Grant 12 year old. This is presented in a beautifully shaped rectangular bottle with accompanying box and we estimate dates from the 1970s.
187,Jack Daniel’s Single Barrel Select Tennessee Whiskey,United States,Jack Daniels,"American Whiskey, Whiskey",,47%,,,4.6,26,$53.99 ,,"Jack Daniel’s Single Barrel Select is hand selected from the highest reaches of the barrel house and  bottled in the smallest of batches, just one barrel at a time, at 94 proof with robust character and notes of caramel and spice."
226,Jack Daniel’s Rested Tennessee Rye Whiskey,United States,Jack Daniels,"Rye Whiskey, Whiskey",,40%,,,5,1,$54.99 ,,"Our Tennessee Rye has been “resting” quietly in our barrelhouses these past few years and we invite you to watch it mature along with us with this limited release. The spice character from the rye grain remains from the original Unaged Rye, but the barrels have begun to assert their toasted oak and vanilla notes into the rye whiskey.  Charcoal mellowed, matured in a new white oak barrel and offered only in this small batch. We think you will appreciate how our Tennessee Rye is maturing."
317,Gordon & MacPhail Miltonduff Scotch 10 Year,United Kingdom,Gordon  MacPhail,"Scotch Whisky, Whiskey",,40%,,10,5,1,$54.99 ,,"The nose is of medium body, notes of malmsey, sherried peels, fruit salad, honeyed cigar box notes and tablet. There are hints of oaked tannins rising gently. The palate is quite full and well-balanced. Notes of toffee and Seville marmalade, shades of buttery fudge and spicy oak with peppery warmth. The finish is of good length with soft wood tapering out."
225,Jack Daniel’s Single Barrel Rye,United States,Jack Daniels,"Rye Whiskey, Whiskey",,45%,,,5,1,$54.99 ,,"Jack Daniel’s Single Barrel Rye is bold and balanced, carefully mellowed to be sippin' smooth, yet spicy and complex. Each barrel is hand selected from the highest reaches of the barrel house and bottled in the smallest of batches, just one barrel at a time, at 94 proof with robust character and notes of caramel and baking spice."
306,Macphail’s 10 Year,Scotland,Gordon  MacPhail,"Scotch Whisky, Whiskey",,40%,,10,5,1,$55.00 ,,Traditional Speyside Malt Whisky - clean and elegant.  Medium body; Fruity finish with Sherry notes.
293,Mortlach 12 Year Old Single Malt Scotch Whisky,Scotland,Gordon  MacPhail,"Scotch Whisky, Whiskey",,57.10%,,12,5,1,$56.62 ,,"An Old Particular bottling of 12 year old Mortlach single malt Scotch whisky, matured in a single refill hogshead. The distillery in Speyside filled said hogshead in December 2002 and left it to mature until February 2015, when it was bottled with an outturn of 348 bottles. Plenty sweet with vanilla, fudge and honey'd barley - yummers."
240,Johnnie Walker Double Black Label Blended Scotch Whisky,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,40%,,,4.8,30,$56.99 ,,"Indulge all of your senses with a smooth glass of Johnnie Walker Double Black Label Blended Scotch Whisky. Strongly influenced by powerful and peaty West Coast and Islay Single Malts, the intensity is immediately apparent with the taste of smoke and smoldering spices. An impressive blended Scotch to share, whatever the occasion. Simply mix with soda water, pour over ice and garnish with a lime wedge for a Highball cocktail. Johnnie Walker was recognized as one of the world's top-trending Scotch whiskies at the 2020 Drinks International awards.  The Johnnie Walker brand's extraordinary knowledge of Scotland’s malts and its deep desire to create well-balanced blends of island malt whiskies led to the whisky brand we have today. Each batch is then carefully matured to perfection in quality oak casks. As one of the biggest whisky brands in the world, Johnnie Walker embraces a rallying cry for optimism through adversity as it challenges the world to keep walking. Please drink responsibly."
323,Glenburgie 10 Year,Scotland,Gordon  MacPhail,"Scotch Whisky, Whiskey",,40%,,10,5,1,$58.50 ,,"The nose is quite full and rich with notes of sherried sultanas and dried mixed peel. Notes of oak with chewy tannins and a slightly phenolic, sulphury note of bitumen. The palate is quite sweet with winter berries and mixed fruit and nuts, with a little malt loaf thrown in for good measure. The finish is gentle and supple with a little toasted malt loaf."
299,Gordon & MacPhail Speymalt by Macallan 9 Year,United Kingdom,Gordon  MacPhail,"Scotch Whisky, Whiskey",,43%,,9,5,1,$59.99 ,,
204,Jack Daniel’s Single Barrel Tennessee Whiskey Eric Church Edition,United States,Jack Daniels,"Bourbon, Whiskey",,47%,,,5,2,$59.99 ,,"In Lynchburg, we discover a new Tennessee whiskey every day. That’s because every day we sample our barrels and find one that is unique enough for our Single Barrel collection. One may be sweeter. One might have more oak. But each is hand-selected for its own, singular take on our Tennessee Whiskey. Jack Daniel’s Single Barrel Select is selected from the highest reaches of the barrel house and bottled in the smallest of batches, just one barrel at a time, at 94 proof with robust, individualized character."
215,Jack Daniel’s Single Barrel Holiday Select,United States,Jack Daniels,"American Whiskey, Whiskey",,48%,,,5,1,$59.99 ,,"This Jack Daniel's limited edition is from barrels used to craft our Holiday Barrel Tree. For 2013, our Master Distiller, Jeff Arnett, has selected whiskey with the rich character of toasted oak and spice notes drawn from our handcrafted barrels. It brings a special quality to your holiday season."
191,Jack Daniel’s Single Barrel Barrel Proof Tennessee Whiskey,United States,Jack Daniels,"American Whiskey, Whiskey",,45%,,,5,12,$64.99 ,,"It’s whiskey as nature intended it—bottled straight from the barrel at its full proof. Intense, smooth, and remarkably varied, Barrel Proof is bottled at anywhere from 125 to 140-proof, taking Jack’s trademark vanilla and toasted oak flavors to bold new levels."
292,Gordon & MacPhail Scapa 10 Year,Scotland,Gordon  MacPhail,"Scotch Whisky, Whiskey",,43%,,10,5,1,$65.00 ,,"Light and fruity with green apples, white grapes and sweet vanilla. On the palate there are chili spices initially, with grapefruit and a lingering creamy milk chocolate edge."
249,Johnnie Walker Swing,Scotland,Johnnie Walker,"Scotch Whisky, Whiskey",,40%,,,5,3,$65.99 ,,This bottle of Johnnie Walker is named Swing after the rocking motion the bottle makes when pushed. Naturally this is a collectable item.
301,Gordon & MacPhail Glenturret 11 Year,United Kingdom,Gordon  MacPhail,"Scotch Whisky, Whiskey",,46%,,11,5,1,$67.44 ,,
315,Gordon & MacPhail Glentauchers 16 Year,Scotland,Gordon  MacPhail,"Scotch Whisky, Whiskey",,43%,,16,5,1,$69.99 ,,
114,Bacardi Humidor With Bacardi 8 Year And 10 Year Rum,Puerto Rico,Bacardi Rum,Rum,,40%,,,5,1,$71.99 ,,
